bred_for,breed_group,country_code,country_codes,description,history,id,image_url,imperial_height,imperial_weight,life_span,metric_height,metric_weight,name,origin,perfect_for,species_id,temperament
,Toy,CU,CU,"Small, sturdy companion dog with long, silky double coat and cheerful temperament. Cuba's national dog, known for its intelligent disposition and making an ideal city companion.","Developed from Bichon-type ancestors brought by Spanish settlers, became companions to Cuban aristocracy. Nearly extinct after Cuban Revolution but preserved by Cuban families who fled to the United States.",130,https://cdn4.thedogapi.com/optimized/8bzLyVs2dA.jpg,8.5-11.5,7-13,,22-29,3-6,Havanese,Cuba,,2,"Outgoing, intelligent, friendly, playful, affectionate, adaptable"
,Sporting,IE,IE,"Elegant, athletic gundog known for its stunning mahogany or rich chestnut red flowing coat and high-energy, friendly temperament","Developed in 18th-century Ireland as a versatile gundog for setting and retrieving game birds by crossing Irish Water Spaniel, English Setter, and Pointer. The breed's striking mahogany color became a hallmark in the 19th century, distinguishing it from earlier red-and-white setters",134,https://cdn4.thedogapi.com/optimized/wWecmugBdH.jpg,Male: 26-29; Female: 24-27,Male: 60-75; Female: 53-65,12-15,Male: 66-74; Female: 61-69,Male: 27-34; Female: 24-29,Irish Setter,Ireland,,2,"Friendly, outgoing, energetic, intelligent, playful, affectionate"
,Terrier,IE,IE,"Medium-sized terrier with a distinctive wiry, fiery red coat and bold, spirited temperament. Known for its courage and loyalty, it is one of the oldest terrier breeds.","One of the oldest terrier breeds, developed in County Cork, Ireland as all-purpose farm dogs for hunting vermin and guarding homes. Their courage was proven in World War I where they served as messenger dogs and sentinels.",135,https://cdn4.thedogapi.com/optimized/pVmDXiYLCl.jpg,Male: 18-19; Female: 17-19,Male: 25-28; Female: 24-27,,Male: 46-48; Female: 43-48,Male: 11-13; Female: 11-12,Irish Terrier,Ireland,,2,"Courageous, loyal, intelligent, energetic, spirited"
,Hound,IE,IE,"A giant-sized sighthound of imposing appearance and dignified nature, the Irish Wolfhound is the tallest of all dog breeds. Known for its wiry, rough coat and gentle giant temperament, this ancient breed combines courage with a calm, dignified demeanor.",Ancient breed from Ireland originally used in war and for hunting wolves and Irish elk. Nearly extinct by the 1860s but revived by Captain George Augustus Graham who standardized the breed.,137,https://cdn4.thedogapi.com/optimized/s2EMPFktdk.jpg,Male: 32-35; Female: 30-33,Male: 140-180; Female: 115-140,6-8,Male: 81-89; Female: 76-84,Male: 64-82; Female: 52-64,Irish Wolfhound,Ireland,,2,"Gentle, calm, dignified, courageous, loyal"
,Toy,IT,IT,"Elegant small sighthound with slender, delicate build and graceful movement, combining the look of a large hound with the size of a lap dog and fine, smooth coat","Ancient breed with origins tracing back over 2,000 years to the Mediterranean basin, favored by nobility in ancient Greece, Rome, and Italian Renaissance, AKC recognized since 1886",138,https://cdn4.thedogapi.com/optimized/dn8F4NPRdX.jpg,13-15,7-14,,33-38,3-6.5,Italian Greyhound,Italy,,2,"Affectionate, gentle, playful, alert, intelligent"
,Toy,JP,JP,"Small, elegant toy breed with distinctive flat face, large wide-set eyes, and luxurious silky coat. Known for their aristocratic bearing and unique cat-like demeanor, often cleaning their faces and perching in high places.","Ancient breed believed to have originated in the Chinese imperial court, then refined in Japan by nobility as cherished lap dogs and companions. Often given as gifts to diplomats and royalty, including to Commodore Matthew Perry who brought them to the West in 1853.",140,https://cdn4.thedogapi.com/optimized/1TlHrdv5SQ.jpg,8-11,4-11,10-12,20-28,1.8-5,Japanese Chin,China/Japan,,2,"Alert, intelligent, affectionate, independent, playful, calm"
,Non-Sporting,JP,JP,"Small to medium-sized spitz-type dog with profuse, pure-white double coat, fox-like face with pointed muzzle, and plumed tail carried over its back. This lively companion dog has an alert, friendly disposition.","Developed in Japan in the 1920s-1930s from various spitz breeds including large white German Spitz dogs brought to Japan around 1920. The breed was developed through selective breeding for friendly temperament and white coat, first exhibited in Tokyo in 1921. After World War II, the breed standard was unified by the Japan Kennel Club.",141,https://cdn4.thedogapi.com/optimized/a9bVhDxsQC.jpg,12-15.5,Male: 11-25; Female: 10-20,12-16,30-39,Male: 5-11; Female: 4.5-9,Japanese Spitz,Japan,,2,"Intelligent, playful, alert, loyal, affectionate, friendly"
,Working,TR,TR,"Large, powerful, and heavy-boned livestock guardian dog with distinctive fawn coat, black mask and ears, and curled tail, bred for protecting flocks from predators","Ancient livestock guardian breed originating from the Kangal district in the Sivas province of Turkey. For centuries used by shepherds to protect flocks from wolves, bears, and jackals. Considered a national treasure in Turkey and valued for strength, loyalty, and independence.",18,https://cdn4.thedogapi.com/optimized/sQrQ6sVszv.jpg,Male: 30-32; Female: 28-30,Male: 110-145; Female: 90-120,12-15,Male: 76-81; Female: 71-76,Male: 50-66; Female: 41-54,Kangal Shepherd Dog,"Sivas, Turkey",,2,"Loyal, protective, independent, calm, intelligent, alert"
,Non-Sporting,NL,NL,"Medium-sized compact spitz with plush silver-gray double coat, fox-like face, distinctive spectacles markings around the eyes, and plumed tail curled over back","Ancient Dutch breed known as the Dutch Barge Dog, popular companion and watchdog on barges and riverboats along the Rhine River. Became symbol of Dutch Patriots Party in 18th century, nearly extinct after WWII but restored from dogs exported to England and America",142,https://cdn4.thedogapi.com/optimized/ZpfPWRzZjj.jpg,Male: 17-19; Female: 16-18,35-45,12-15,Male: 43-48; Female: 41-46,16-20,Keeshond,Netherlands,,2,"Friendly, intelligent, outgoing, alert, eager to please"
,Toy,GB,GB,"Small, compact toy spaniel with distinctive domed head, flat face, short nose, large dark eyes, long ears, and silky coat available in four color varieties (Blenheim, Tricolour, Ruby, and Black and Tan). Known as the English Toy Spaniel in the USA.","Descended from toy spaniels popular with European nobility since the 16th century, famously associated with King Charles II who favored companion spaniels. Modern flat-faced appearance developed through crossings with short-nosed Asian toy breeds in the 18th-19th centuries. The four color varieties were once considered separate breeds.",104,https://cdn4.thedogapi.com/optimized/MT3wm2MmFG.jpg,9-11,8-14,10-12,23-28,3.6-6.3,King Charles Spaniel,England,,2,"Gentle, affectionate, intelligent, friendly, happy, playful"
,Working,HU,HU,"Large, muscular Hungarian livestock guardian dog with distinctive heavy coat of white cords resembling a mop. Built for endurance and protection, this imposing breed possesses a dignified, courageous demeanor.",Ancient breed descended from Tibetan dogs brought to Hungary by nomadic Magyar tribes over a thousand years ago around 1000 AD. Developed to be formidable independent livestock guardian protecting sheep and cattle from wolves bears and harsh weather.,144,https://cdn4.thedogapi.com/optimized/vutXumi0ih.jpg,Male: 27.5-31.5; Female: 25.5-27.5,Male: 100-130; Female: 80-110,10-12,Male: 70-80; Female: 65-70,Male: 45-59; Female: 36-50,Komondor,Hungary,,2,"Loyal, protective, independent, courageous, calm"
,Sporting,NL,NL,"Small, agile spaniel-type dog of Dutch origin with a distinctive flowing orange-red and white particolored coat and feathered ears, originally bred for luring ducks into traps","Ancient Dutch breed developed as early as the 16th century to work as duck decoy dogs, luring ducks into traps called 'eendenkooien'. Nearly extinct after World War II but saved and re-established by Baroness van Hardenbroek van Ammerstol from remaining bloodlines. Recognized by AKC in 2018.",145,https://cdn4.thedogapi.com/optimized/hrBH92kypI.jpg,Male: 15-17; Female: 14-16,20-30,12-15,Male: 38-43; Female: 36-41,9-14,Kooikerhondje,Netherlands,,2,"Friendly, intelligent, alert, energetic, cheerful, adaptable"
,Working,HU,HU,"Large, powerful white Hungarian livestock guardian dog with a dense double coat, noble bearing, and fiercely loyal, protective nature","Ancient Hungarian breed descended from large molosser-type dogs from Tibet. Historically served as royal guard dogs for Magyar kings and fierce livestock guardians, prized for their loyalty and courage in protecting flocks and estates from predators and thieves",147,https://cdn4.thedogapi.com/optimized/TpZNIKNjnH.jpg,Male: 28-30; Female: 26-28,Male: 100-115; Female: 70-90,10-12,Male: 71-76; Female: 66-71,Male: 45-52; Female: 32-41,Kuvasz,Hungary,,2,"Loyal, protective, independent, courageous, intelligent, calm"
,Sporting,CA,CA,"Medium to large, strong athletic retriever with short dense coat and friendly outgoing temperament. Consistently one of the most popular breeds worldwide.",Originated from St. John's Water Dogs used by fishermen in Newfoundland for retrieving nets and escaped fish. Further developed and standardized in England during the 1800s by English nobles for waterfowl retrieving,149,https://cdn4.thedogapi.com/optimized/BE5AcsNMdm.jpg,Male: 22.5-24.5; Female: 21.5-23.5,Male: 65-80; Female: 55-70,10-12,Male: 57-62; Female: 55-60,Male: 29-36; Female: 25-32,Labrador Retriever,"Newfoundland, Canada",,2,"Friendly, outgoing, energetic, intelligent, gentle, eager to please"
,Sporting,IT,IT,"Medium-sized rustic water retriever with dense, curly, waterproof coat and exceptional sense of smell, specialized as the world's premier truffle-hunting dog","Ancient breed from the Romagna region of Italy, originally used as a water retriever in the marshlands. When the marshes were drained, the breed was adapted and became the world's premier truffle-hunting dog.",151,https://cdn4.thedogapi.com/optimized/YwlHg9x5AL.jpg,Male: 17-19; Female: 16-18,Male: 28.5-35; Female: 24-31,,Male: 43-48; Female: 41-46,Male: 13-16; Female: 11-14,Lagotto Romagnolo,"Romagna region, Italy",,2,"Affectionate, intelligent, energetic, loyal, alert, work-focused"
,Herding,GB,GB,"Small, sturdy herding dog with short legs and a low-set build. Features a short black and tan weatherproof double coat and distinctive foxlike expression with alert nature.","Developed in Lancashire, England as an all-purpose farm dog for herding cattle by nipping at heels and for ratting. Believed to be developed from crosses between Welsh Corgis and Manchester Terriers. Nearly extinct by the 1960s but saved through dedicated breeding programs. Recognized by The Kennel Club (UK) in 1981 and AKC in 2024.",153,https://cdn4.thedogapi.com/optimized/4yAqsHVUjE.jpg,10-12,9-17,12-15,25-30,4-8,Lancashire Heeler,"Lancashire, England",,2,"Intelligent, alert, energetic, friendly, playful, courageous"
,Working,DE,DE,"Giant, majestic working dog with a lion-like appearance, thick water-resistant double coat, and gentle, balanced temperament. This powerful yet serene breed combines an imposing presence with a calm, patient demeanor.","Developed in the 1840s by Heinrich Essig in Leonberg, Germany, crossing Newfoundlands, Saint Bernards, and Pyrenean Mountain Dogs to create a 'lion-like' dog resembling the lion on the town crest. Became popular companion for European royalty",155,https://cdn4.thedogapi.com/optimized/EtmEHVP7o1.jpg,Male: 28-31.5; Female: 25.5-29.5,Male: 110-170; Female: 90-140,7-9,Male: 71-80; Female: 65-75,Male: 50-77; Female: 41-64,Leonberger,"Leonberg, Germany",,2,"Gentle, calm, loyal, friendly, intelligent, confident"
,Non-Sporting,CN,CN,"Small, hardy, and sturdy ancient Tibetan breed known for its floor-length coat of hair that parts down the back and alert, confident expression, originally bred as palace and monastery sentinel","Ancient breed developed in Tibetan monasteries and palaces over a thousand years ago as indoor sentinel dogs, alerting monks to intruders. Highly prized and rarely left the country until brought to England in 1920s",156,https://cdn4.thedogapi.com/optimized/QTZrK5N6RA.jpg,Male: 10-11; Female: 9-11,Male: 12-18; Female: 11-18,12-15,Male: 25-28; Female: 23-28,Male: 5.4-8.2; Female: 5.0-8.2,Lhasa Apso,Tibet,,2,"Confident, independent, alert, loyal, smart, protective"
,Toy,MT,MT,"An ancient toy breed from the Mediterranean with a long, silky white coat and charming, playful personality combined with a fearless nature despite their diminutive size","One of the world's oldest known breeds dating back over 2000 years, originating from the island of Malta. Historically known as 'Ye Ancient Dogge of Malta' and prized as companions to royalty and aristocracy throughout Mediterranean civilizations and European nobility",161,https://cdn4.thedogapi.com/optimized/6Kzt53hxrg.jpg,7-9,4-7,12-15,18-23,1.8-3.2,Maltese,"Malta, Mediterranean Basin",,2,"Playful, gentle, affectionate, charming, fearless, alert, adaptable"
,Herding,US,US,"Small, athletic herding dog with a striking double coat and keen intelligence, essentially a compact version of the Australian Shepherd with intense work drive and devotion","Developed in California during the late 1960s from small Australian Shepherds, bred for compact size while maintaining herding ability. Became popular with equestrians traveling to horse shows and was recognized by the AKC Herding Group in 2015.",165,https://cdn4.thedogapi.com/optimized/azYjQgJT4i.jpg,Male: 14-18; Female: 13-17,20-40,12-13,Male: 36-46; Female: 33-43,9-18,Miniature American Shepherd,United States,,2,"Intelligent, energetic, devoted, loyal, eager to please, work-focused"
,Toy,DE,DE,"Small, compact, and elegant toy breed with a distinctive high-stepping 'hackney' gait and spirited personality. Despite resembling a miniature Doberman, this is an older, distinct German breed with a proud carriage and 'big dog' attitude in a small package.","An old German breed (Zwergpinscher) developed centuries ago to hunt rats in homes and stables. Not a miniaturized Doberman Pinscher, but a distinct older breed likely descended from German Pinschers with contributions from Italian Greyhounds and Dachshunds.",167,https://cdn4.thedogapi.com/optimized/eEr2arSRx8.jpg,10-12.5,8-10,12-16,25-32,3.5-4.5,Miniature Pinscher,Germany,,2,"Energetic, alert, confident, intelligent, courageous, fearless"
,Terrier,DE,DE,"Small, sturdy terrier-type dog with distinctive wiry coat, bushy eyebrows, and characteristic beard, known for its alert, friendly nature and square build",Developed in late 19th century Germany by crossing Standard Schnauzers with smaller breeds like Affenpinschers and Poodles to create an all-purpose farm dog and efficient ratter for vermin control and companionship,168,https://cdn4.thedogapi.com/optimized/28pSRwqLJd.jpg,Male: 12-14; Female: 11-14,Male: 11-20; Female: 10-20,12-15,Male: 30-36; Female: 28-36,5-9,Miniature Schnauzer,Germany,,2,"Friendly, intelligent, alert, outgoing, energetic"
,Working,CA,CA,"Massive, powerful working dog known for exceptional water rescue abilities and gentle temperament. Often called the 'gentle giant,' this breed features a thick, water-resistant double coat, webbed feet, and natural swimming ability.","Developed by fishermen on the island of Newfoundland for water rescue, hauling nets, and cart pulling. Descended from indigenous water dogs and European breeds brought by fishermen, recognized by major kennel clubs in the 19th century.",171,https://cdn4.thedogapi.com/optimized/XoNRi6HPSY.jpg,Male: 28-30; Female: 26-28,Male: 130-150; Female: 100-120,9-10,Male: 71-76; Female: 66-71,Male: 59-68; Female: 45-54,Newfoundland,"Newfoundland, Canada",,2,"Gentle, loyal, devoted, calm, intelligent"
,Terrier,GB,GB,"Small, sturdy, and fearless terrier with a wiry, weather-resistant coat and characteristic drop ears. Known for its spirited, affectionate nature and bred for ratting and companionship.","Developed in Norfolk and East Anglia, England in the 1880s-early 20th century as farm dogs to control vermin and hunt foxes. Originally classified as the drop-eared variety of the Norwich Terrier, separated as distinct breed in 1964 by The Kennel Club (UK) and 1979 by the AKC based on ear carriage.",172,https://cdn4.thedogapi.com/optimized/aQ4ySqmNa3.jpg,9-10,11-12,12-16,23-25,5-5.5,Norfolk Terrier,"Norfolk, England",,2,"Alert, courageous, affectionate, energetic, playful"
,Terrier,GB,GB,"Small, sturdy, and compact terrier with distinctive prick ears, wiry double coat, and lively disposition. Known for its hardy constitution and fearless but affectionate nature.","Developed in East Anglia, England in the 1880s as a rugged earth-dog for ratting and fox bolting. Originally grouped with Norfolk Terrier until official separation in 1964 based on ear carriage (Norwich has prick ears). Recognized by AKC in 1979.",176,https://cdn4.thedogapi.com/optimized/D9NaMDkqnJ.jpg,9-10,11-12,12-15,23-25,5-5.5,Norwich Terrier,"East Anglia, England",,2,"Alert, energetic, affectionate, courageous, outgoing"
,Sporting,CA,CA,"The smallest of the retrievers, this medium-sized, athletic sporting dog is known for its distinctive reddish coat with white markings and enthusiastic personality. Originally bred for luring and retrieving waterfowl by playing along the shoreline.","Developed in early 19th century Nova Scotia, specifically in the Little River Harbour area of Yarmouth County, to 'toll' (lure) ducks within gunshot range by playing along the shoreline, then retrieve shot birds. Recognized by AKC in 2003.",177,https://cdn4.thedogapi.com/optimized/hCcdtR8rVg.jpg,Male: 18-21; Female: 17-20,35-50,12-14,Male: 46-53; Female: 43-51,16-23,Nova Scotia Duck Tolling Retriever,"Nova Scotia, Canada",,2,"Intelligent, energetic, playful, outgoing, alert, affectionate"
,Foundation Stock Service,US,US,"Athletic and muscular, medium-sized bulldog breed developed to recreate the healthier, more athletic Regency-era English Bulldog with improved health, stable temperament, and well-balanced features without exaggeration","Developed in the 1970s by David Leavitt to recreate the healthier, more athletic bulldog of the 18th and 19th centuries (Regency Period) using crosses of English Bulldog, American Bulldog, American Pit Bull Terrier, and Bullmastiff. Recognized by UKC but not AKC",179,https://cdn4.thedogapi.com/optimized/NUF657Zjvh.jpg,Male: 17-20; Female: 16-19,Male: 60-80; Female: 50-70,9-14,Male: 43-51; Female: 41-48,Male: 27-36; Female: 23-32,Olde English Bulldogge,United States,,2,"Confident, courageous, alert, friendly, loyal"
,Herding,GB,GB,"Large, athletic herding dog of great strength with distinctive profuse, shaggy double coat in gray and white, famous for its peek-a-boo hairdo and characteristic bear-like gait",Developed in western England in the late 18th century likely from breeds like Bearded Collie and Russian Owtchar. Bred as drovers' dogs to drive cattle and sheep to market. Tails were historically docked to identify them as working dogs exempting them from taxes. Recognized by AKC in 1888,178,https://cdn4.thedogapi.com/optimized/XVygKfbKvg.jpg,Male: 22-24; Female: 21-22,Male: 70-100; Female: 60-85,10-12,Male: 56-61; Female: 53-56,Male: 32-45; Female: 27-39,Old English Sheepdog,England,,2,"Intelligent, gentle, playful, adaptable, affectionate"
,Toy,FR,FR,"Small, fine-boned, and elegant toy spaniel with distinctive butterfly-like ears (papillon is French for 'butterfly') and silky flowing coat, known for their alert, friendly, and energetic nature","Descended from continental toy spaniels that were popular in European courts for centuries, appearing in paintings by masters like Titian, Goya, and Rubens. The breed was refined in France and Belgium, with the original drop-eared variety (Phalène) later joined by the erect-eared 'butterfly' version (Papillon)",181,https://cdn4.thedogapi.com/optimized/0qgmSrCbvZ.jpg,8-11,5-10,,20-28,2-4.5,Papillon,France and Belgium,,2,"Friendly, intelligent, alert, energetic, happy"
,Toy,CN,CN,"Small, compact toy dog of Chinese nobility with a long, profuse double coat, distinctive flat-faced expression, rolling gait, and regal bearing originally bred for Chinese royalty",Ancient breed developed in Chinese imperial court and held sacred in the Imperial Palace in Peking (now Beijing). Exclusively owned by royalty for over 1000 years until Western dogs were brought to England after British troops entered the Forbidden City in 1860 during the Opium Wars.,183,https://cdn4.thedogapi.com/optimized/QpW51pxyRk.jpg,6-9,7-14,12-14,15-23,3.2-6.4,Pekingese,China,,2,"Loyal, independent, confident, courageous, affectionate, alert"
,Herding,GB,GB,"A low-set, strong, and sturdily built herding dog with short legs, fox-like face, alert expression, and naturally bobbed tail. Known for their intelligence, sturdy build, and distinctive appearance.","Ancient herding breed from Pembrokeshire, Wales, brought by Flemish weavers in 1107. Developed as a cattle herding dog, their low stature allowed them to nip at cattle's heels and avoid being kicked. Closely associated with British royalty.",184,https://cdn4.thedogapi.com/optimized/R33EpeVC4M.jpg,10-12,Male: 27-30; Female: 25-28,12-13,25-30,Male: 12-14; Female: 11-13,Pembroke Welsh Corgi,"Pembrokeshire, Wales",,2,"Intelligent, affectionate, alert, outgoing, playful"
,Hound,MT,MT,"Medium-sized elegant sighthound with short tan coat, alert expression, and distinctive ability to 'blush' on nose and ears when excited. A graceful, powerful, and swift breed of ancient origins.","National dog of Malta and ancient breed believed descended from Egyptian hunting dogs brought by Phoenician traders over 2,000 years ago. Known as 'Kelb tal-Fenek' (rabbit dog) in Malta, used for rabbit hunting. One of oldest domesticated breeds with depictions found in ancient Egyptian tombs. Recognized by AKC in 1983.",188,https://cdn4.thedogapi.com/optimized/dIwJe77wP0.jpg,Male: 23-25; Female: 21-24,45-55,12-14,Male: 58-64; Female: 53-61,20-25,Pharaoh Hound,Malta,,2,"Intelligent, friendly, playful, alert, affectionate"
,Hound,US,US,"Athletic, streamlined, and powerful scent hound with distinctive brindle coat, known for its intelligence, courage, and exceptional tracking ability. Originally bred for big-game hunting including bear and boar.",Developed in the mountains of North Carolina by German immigrant Johannes Georg Plott from German Hanoverian Schweisshunds brought in the 1750s. Perfected over generations for big-game hunting in the Appalachian Mountains. The only coonhound breed not descended from foxhounds and official state dog of North Carolina.,189,https://cdn4.thedogapi.com/optimized/xqSZ5QgaTA.jpg,Male: 20-25; Female: 20-23,Male: 50-60; Female: 40-55,12-14,Male: 51-64; Female: 51-58,Male: 23-27; Female: 18-25,Plott Hound,"North Carolina, United States",,2,"Loyal, alert, courageous, intelligent, devoted"
,Toy,DE,DE,"Small, compact, active toy spitz breed with abundant fluffy double coat, fox-like expression, and plumed tail carried over the back",Descended from larger Arctic spitz-type sled dogs and bred down to current small size in the Pomerania region. Popularity greatly increased by Queen Victoria who became a breeder and established distinct breed standards,193,https://cdn4.thedogapi.com/optimized/zuTzCtrqg3.jpg,6-7,3-7,12-16,15-18,1.4-3.2,Pomeranian,Pomerania region (now parts of Germany and Poland),,2,"Alert, intelligent, playful, confident, outgoing"
,Non-Sporting,DE,DE,"Elegant, athletic, and intelligent smaller version of the Standard Poodle with a curly, hypoallergenic coat and proud carriage","Originally developed as water retrievers in Germany, the name 'Poodle' comes from German 'pudel' meaning 'to splash in water'. Miniature variety was bred down from Standard Poodles for companionship, circus performance, and truffle hunting",196,https://storage.googleapis.com/dog-api-uploads-prod/originals/26157129-e8cc-44a1-bbb1-cec578a5f3d7.png,10-15,10-15,12-16,25-38,4.5-6.8,Poodle (Miniature),Germany,,2,"Intelligent, alert, playful, confident, eager to please"
,Toy,DE,DE,"Smallest Poodle variety with dense curly hypoallergenic coat and alert, intelligent demeanor. An elegant, proud companion dog known for exceptional trainability and performing ability.",Despite association with France the Poodle originated in Germany as water retrieving dog from German pudel meaning to splash in water. The Toy variety was bred down from Standard and Miniature Poodles for urban companionship and prized by aristocracy for intelligence and performing ability. AKC recognition 1887.,197,https://storage.googleapis.com/dog-api-uploads-prod/originals/be1783c6-87c7-49bb-80b4-781e91374766.png,8-10,4-6,10-18,20-25,1.8-2.7,Poodle (Toy),Germany,,2,"Intelligent, alert, confident, playful, affectionate, loyal, outgoing"
,Working,ES,ES,"Large, powerfully built mastiff-type dog with robust frame, calm attentive expression, and imposing presence as a confident guardian","Ancient breed native to the Canary Islands, originally developed as versatile farm and guard dog for guarding livestock and property, used for catching and holding cattle. Nearly extinct by the 1960s but revived through careful breeding programs in the 1970s",185,https://cdn4.thedogapi.com/optimized/nF8GskKeDc.jpg,Male: 23-26; Female: 22-25,Male: 110-130; Female: 85-110,9-11,Male: 58-66; Female: 56-64,Male: 50-59; Female: 39-50,Presa Canario,"Canary Islands, Spain",,2,"Confident, calm, protective, intelligent, loyal, courageous"
,Toy,CN,CN,"Small, compact, and sturdy toy breed with a distinctive wrinkled, short-muzzled face, curled tail, and charming, mischievous personality","Ancient breed originating in China as prized companions for Chinese emperors. Brought to Europe in the 16th century by Dutch traders, became official dog of House of Orange in Holland, gained widespread popularity in Victorian England",201,https://cdn4.thedogapi.com/optimized/sKx0rFHMRN.jpg,10-13,14-18,,25-33,6-8,Pug,China,,2,"Affectionate, playful, friendly, charming, adaptable"
,Herding,HU,HU,"Compact, medium-sized Hungarian herding dog known for its distinctive, naturally corded coat resembling dreadlocks, giving it an agile and athletic build with quick, spirited movement","Ancient Hungarian sheepdog breed brought by Magyar tribes over 1000 years ago, traditionally used for herding and guarding livestock on the Hungarian plains. Their unique corded coat provided protection from predators and harsh weather. Nearly decimated by World War II but saved by dedicated breeding programs",204,https://cdn4.thedogapi.com/optimized/BH8KAhIGvc.jpg,Male: 16.5-17.5; Female: 14.5-16.5,Male: 30-35; Female: 25-30,10-16,Male: 40-44; Female: 37-41,Male: 13.5-16; Female: 11-14,Puli,Hungary,,2,"Intelligent, energetic, loyal, alert, devoted, playful"
,Herding,HU,HU,"Medium-sized, agile Hungarian herding dog known for its whimsical, terrier-like expression, distinctive corkscrew-curled coat, and high-set semi-erect ears with an alert, lively attitude","Developed in Hungary during the 17th-18th centuries from crossbreeding the native Puli with German and French herding dogs and terriers. Used as versatile farm dogs for herding cattle, sheep, and swine",205,https://cdn4.thedogapi.com/optimized/yJmx50juxq.jpg,Male: 16-18.5; Female: 15-17.5,22-29,12-13,Male: 41-47; Female: 38-44,10-13,Pumi,Hungary,,2,"Intelligent, energetic, alert, playful, loyal, confident"
,Working,FR,FR,"Large, majestic, and immensely powerful livestock guardian with thick white double coat and natural guardian instincts developed for mountain work",Ancient breed used for centuries by shepherds in the Pyrenees Mountains of France and Spain to guard flocks against predators like wolves and bears. Known as 'Chien de Montagne des Pyrénées' and standardized by the FCI.,125,https://storage.googleapis.com/dog-api-uploads-prod/originals/1b8f2066-261d-46d4-a358-23f61edc5d1a.png,Male: 27-32; Female: 25-29,Male: 100-160; Female: 85-115,10-12,Male: 69-81; Female: 63-74,Male: 45-73; Female: 39-52,Pyrenean Mountain Dog,"Pyrenees Mountains, France",,2,"Gentle, confident, protective, independent, calm, loyal"
,Terrier,US,US,"Compact, energetic American terrier with smooth coat and athletic build, developed as a versatile all-purpose farm dog and vermin hunter","Developed in early 20th century United States from European terriers brought by British migrants, including Fox Terrier and Manchester Terrier, for farm vermin control and companionship. President Theodore Roosevelt was a notable owner and credited with naming the breed. AKC recognition in 2013.",207,https://cdn4.thedogapi.com/optimized/mR1VeAsbKF.jpg,10-18,10-25,12-18,25-46,4-11,Rat Terrier,United States,,2,"Alert, intelligent, energetic, friendly, playful, loyal"
,Hound,US,US,"Medium to large athletic hound with a striking solid red coat, known for its speed, agility, and powerful scenting ability. Sleek and muscular, this breed was developed specifically for hunting raccoons and other game.","Developed in the American South, primarily in Georgia, during the late 18th and early 19th centuries by Scottish immigrants. Created from red-colored Irish Foxhounds and Bloodhounds to produce a fast, hot-nosed hound for trailing and treeing raccoons and larger game. The breed name is attributed to early breeder Peter Redbone. Recognized by the AKC in 2009.",208,https://cdn4.thedogapi.com/optimized/9kvNw9tFVP.jpg,Male: 22-27; Female: 21-26,45-70,12-15,Male: 56-69; Female: 53-66,20-32,Redbone Coonhound,United States,,2,"Friendly, loyal, eager to please, energetic, affectionate"
,Hound,ZA,ZA,"Large, muscular, and athletic hound with a distinctive ridge of hair running along its back, originally bred to hunt lions in Africa. Known for their dignified, even-tempered nature and loyal disposition.","Developed in Southern Africa by crossing native ridged Khoikhoi dogs with European breeds like Mastiffs and Greyhounds. Bred by farmers and hunters for tracking and holding big game, notably lions, at bay. Recognized by South African Kennel Union in the 1920s.",209,https://cdn4.thedogapi.com/optimized/Q3DE5jQ8fR.jpg,Male: 25-27; Female: 24-26,Male: 80-90; Female: 65-75,10-12,Male: 64-69; Female: 61-66,Male: 36-41; Female: 29-34,Rhodesian Ridgeback,Southern Africa,,2,"Loyal, intelligent, confident, independent, affectionate"
,Working,DE,DE,"Large, robust, muscular working dog with black coat and tan markings, known for great strength, protective instincts, and confident temperament. A loyal and loving guardian breed.","Descended from Roman drover dogs, developed in the German town of Rottweil as cattle herders and guard dogs. Known as the 'Butcher's Dog of Rottweil', they protected butchers' money to and from market. Numbers declined with advent of railroads but was revived in early 20th century. Later used for protection and police work",210,https://cdn4.thedogapi.com/optimized/LxI7Kkc5oH.jpg,Male: 24-27; Female: 22-25,Male: 95-135; Female: 80-100,9-10,Male: 61-69; Female: 56-64,Male: 43-61; Female: 36-45,Rottweiler,"Rottweil, Germany",,2,"Confident, loyal, courageous, calm, protective, affectionate"
,Toy,RU,RU,"Very small, elegant toy breed with fine bone structure and lively expression, available in both smooth and long coat varieties. Known for their cheerful disposition and fragile build.","Developed in Russia from English Toy Terriers in the early 20th century. Nearly extinct after the Russian Revolution but rebuilt from remaining dogs post-WWII, leading to standardization of both smooth and long-coated varieties. Recently recognized by AKC in 2022.",211,https://cdn4.thedogapi.com/optimized/DXnBRzsNdw.jpg,8-11,3-6.5,12-14,20-28,1.4-3,Russian Toy,Russia,,2,"Alert, intelligent, loyal, playful, affectionate, energetic, outgoing"
